id,FlightDate,RollNumber,State,City,RangeFrom,RangeTo,NumberOfFrames
1,2002-04-04,HM-2002-USA-5000,AL,Auburn,0093,0247,155
2,2002-02-23,HM-2002-USA-1004,AL,Mobile,0241,0448,208
3,2002-02-23,HM-2002-USA-1005,AL,Mobile,0001,0450,450
4,2002-02-23,HM-2002-USA-1006,AL,Mobile,0001,0263,263
5,2002-02-24,HM-2002-USA-1006,AL,Mobile,0268,0448,181
6,2002-02-24,HM-2002-USA-1007,AL,Mobile,0001,0142,142
7,2002-04-04,HM-2002-USA-5000,AL,Montgomery,0003,0092,90
8,2002-04-05,HM-2002-USA-5000,AL,Montgomery,0252,0325,74
9,2002-04-05,HM-2002-USA-5000,AL,Montgomery,0331,0435,105
10,2002-04-05,HM-2002-USA-5001,AL,Montgomery,0001,0247,247
11,2002-08-12,HM-2002-USA-1078,AZ,Phoenix,3,440,438
12,2002-08-12,HM-2002-USA-1079,AZ,Phoenix,1,256,256
13,2002-08-12,HM-2002-USA-1079,AZ,Phoenix,261,441,181
14,2002-08-13,HM-2002-USA-1080,AZ,Phoenix,1,445,445
15,2002-08-13,HM-2002-USA-1081,AZ,Phoenix,1,115,115
16,2002-08-13,HM-2002-USA-1081,AZ,Phoenix,120,162,43
17,2002-08-13,HM-2002-USA-1081,AZ,Phoenix,166,431,266
18,2002-08-13,HM-2002-USA-1082,AZ,Phoenix,1,445,445
19,2002-08-14,HM-2002-USA-1083,AZ,Phoenix,5,358,354
20,2002-08-15,HM-2002-USA-1083,AZ,Phoenix,363,443,81
21,2002-08-15,HM-2002-USA-1084,AZ,Phoenix,1,445,445
22,2002-08-15,HM-2002-USA-1085,AZ,Phoenix,1,14,14
23,2002-08-16,HM-2002-USA-1085,AZ,Phoenix,25,414,390
24,2002-08-16,HM-2002-USA-1086,AZ,Phoenix,1,412,412
25,2002-08-22,HM-2002-USA-1087,AZ,Phoenix,5,443,439
26,2002-08-22,HM-2002-USA-1088,AZ,Phoenix,1,196,196
27,2002-08-22,HM-2002-USA-1088,AZ,Phoenix,201,434,234
28,2002-08-22,HM-2002-USA-1089,AZ,Phoenix,1,111,111
29,2002-08-23,HM-2002-USA-1089,AZ,Phoenix,116,444,329
30,2002-08-23,HM-2002-USA-1090,AZ,Phoenix,1,218,218
31,2002-08-23,HM-2002-USA-1090,AZ,Phoenix,223,435,213
32,2002-08-23,HM-2002-USA-1091,AZ,Phoenix,1,443,443
33,2002-06-24,HM-2002-USA-1023,AZ,Tucson,378,439,62
34,2002-06-24,HM-2002-USA-1024,AZ,Tucson,1,445,445
35,2002-06-24,HM-2002-USA-1025,AZ,Tucson,1,445,445
36,2002-06-24,HM-2002-USA-1026,AZ,Tucson,1,51,51
37,2002-06-24,HM-2002-USA-1026,AZ,Tucson,65,443,379
38,2002-06-25,HM-2002-USA-1027,AZ,Tucson,1,445,445
39,2002-06-25,HM-2002-USA-1028,AZ,Tucson,1,80,80
40,2002-06-28,HM-2002-USA-1028,AZ,Tucson,85,182,98
41,2002-06-30,HM-2002-USA-1028,AZ,Tucson,187,444,258
42,2002-06-30,HM-2002-USA-1029,AZ,Tucson,1,445,445
43,2002-06-30,HM-2002-USA-1030,AZ,Tucson,1,105,105
44,2002-07-03,HM-2002-USA-1524,CA,Bakersfield,3,383,381
45,2002-07-03,HM-2002-USA-1524,CA,Bakersfield,386,448,63
46,2002-07-07,HM-2002-USA-1529,CA,Bakersfield,95,435,341
47,2002-07-07,HM-2002-USA-1530,CA,Bakersfield,1,31,31
48,2002-06-21,HM-2002-USA-1523,CA,Fresno,89,232,144
49,2002-06-21,HM-2002-USA-1523,CA,Fresno,233,424,192
50,2002-06-22,HM-2002-USA-4033,CA,Fresno,195,419,225
51,2002-06-22,HM-2002-USA-4034,CA,Fresno,1,403,403
52,2002-06-22,HM-2002-USA-4034,CA,Fresno,408,444,37
53,2002-06-22,HM-2002-USA-4035,CA,Fresno,1,15,15
54,2002-06-22,HM-2002-USA-4035,CA,Fresno,20,25,6
55,2002-06-22,HM-2002-USA-4035,CA,Fresno,26,260,235
56,2002-06-23,HM-2002-USA-4035,CA,Fresno,265,360,96
57,2002-06-21,HM-2002-USA-1522,CA,Merced,265,440,176
58,2002-06-21,HM-2002-USA-1523,CA,Merced,1,88,88
59,2002-07-08,HM-2002-USA-1040,CA,Modesto,160,438,279
60,2002-07-08,HM-2002-USA-1041,CA,Modesto,1,253,253
61,2002-07-01,HM-2002-USA-1032,CA,Oakland,32,443,412
62,2002-07-04,HM-2002-USA-1033,CA,Oakland,1,440,440
63,2002-07-04,HM-2002-USA-1034,CA,Oakland,1,196,196
64,2002-07-05,HM-2002-USA-1034,CA,Oakland,199,438,240
65,2002-07-05,HM-2002-USA-1035,CA,Oakland,1,440,440
66,2002-07-05,HM-2002-USA-1036,CA,Oakland,1,438,438
67,2002-07-05,HM-2002-USA-1037,CA,Oakland,3,380,378
68,2002-07-05,HM-2002-USA-1037,CA,Oakland,386,438,53
69,2002-07-07,HM-2002-USA-1038,CA,Oakland,6,374,369
70,2002-07-07,HM-2002-USA-1038,CA,Oakland,381,436,56
71,2002-07-07,HM-2002-USA-1039,CA,Oakland,1,268,268
72,2002-07-07,HM-2002-USA-1040,CA,Oakland,1,155,155
73,2002-07-08,HM-2002-USA-1041,CA,Oakland,254,389,136
74,2002-06-19,HM-2002-USA-1517,CA,Oakland,319,438,120
75,2002-06-19,HM-2002-USA-1518,CA,Oakland,1,447,447
76,2002-06-19,HM-2002-USA-1519,CA,Oakland,1,166,166
77,2002-06-19,HM-2002-USA-1519,CA,Oakland,171,255,85
78,2002-06-19,HM-2002-USA-1519,CA,Oakland,260,445,186
79,2002-06-19,HM-2002-USA-1520,CA,Oakland,1,150,150
80,2002-07-04,HM-2002-USA-1525,CA,Oakland,3,444,442
81,2002-07-04,HM-2002-USA-1526,CA,Oakland,1,88,88
82,2002-07-05,HM-2002-USA-1526,CA,Oakland,93,168,76
83,2002-07-05,HM-2002-USA-1526,CA,Oakland,171,442,272
84,2002-07-05,HM-2002-USA-1527,CA,Oakland,1,238,238
85,2002-07-05,HM-2002-USA-1527,CA,Oakland,242,443,202
86,2002-07-05,HM-2002-USA-1528,CA,Oakland,1,244,244
87,2002-07-05,HM-2002-USA-1528,CA,Oakland,250,442,193
88,2002-06-19,HM-2002-USA-4029,CA,Oakland,211,440,230
89,2002-06-19,HM-2002-USA-4030,CA,Oakland,2,370,369
90,2002-06-19,HM-2002-USA-4030,CA,Oakland,375,444,70
91,2002-06-19,HM-2002-USA-4031,CA,Oakland,1,209,209
92,2002-08-31,HM-2002-USA-1101,CA,Sacramento,3,37,35
93,2002-06-11,HM-2002-USA-1502,CA,Sacramento,66,443,378
94,2002-06-11,HM-2002-USA-1503,CA,Sacramento,1,445,445
95,2002-06-11,HM-2002-USA-1504,CA,Sacramento,1,281,281
96,2002-06-12,HM-2002-USA-1504,CA,Sacramento,286,441,156
97,2002-06-12,HM-2002-USA-1505,CA,Sacramento,1,444,444
98,2002-06-12,HM-2002-USA-1506,CA,Sacramento,1,379,379
99,2002-06-12,HM-2002-USA-1506,CA,Sacramento,384,441,58
100,2002-06-12,HM-2002-USA-1507,CA,Sacramento,1,293,293
101,2002-06-13,HM-2002-USA-1507,CA,Sacramento,298,442,145
102,2002-06-13,HM-2002-USA-1508,CA,Sacramento,1,443,443
103,2002-06-13,HM-2002-USA-1509,CA,Sacramento,1,367,367
104,2002-06-13,HM-2002-USA-1509,CA,Sacramento,372,446,75
105,2002-06-13,HM-2002-USA-1510,CA,Sacramento,1,316,316
106,2002-06-14,HM-2002-USA-1510,CA,Sacramento,321,441,121
107,2002-06-14,HM-2002-USA-1511,CA,Sacramento,1,50,50
108,2002-06-14,HM-2002-USA-1511,CA,Sacramento,53,277,225
109,2002-06-14,HM-2002-USA-1511,CA,Sacramento,282,438,157
110,2002-06-14,HM-2002-USA-1512,CA,Sacramento,1,275,275
111,2002-06-15,HM-2002-USA-1512,CA,Sacramento,280,453,174
112,2002-06-15,HM-2002-USA-1513,CA,Sacramento,1,440,440
113,2002-06-15,HM-2002-USA-1514,CA,Sacramento,1,110,110
114,2002-06-15,HM-2002-USA-1514,CA,Sacramento,120,369,250
115,2002-06-15,HM-2002-USA-1514,CA,Sacramento,374,438,65
116,2002-06-15,HM-2002-USA-1515,CA,Sacramento,1,299,299
117,2002-06-16,HM-2002-USA-1515,CA,Sacramento,304,439,136
118,2002-06-16,HM-2002-USA-1516,CA,Sacramento,1,428,428
119,2002-06-17,HM-2002-USA-1517,CA,Sacramento,1,314,314
120,2002-07-01,HM-2002-USA-1030,CA,"Santa Rosa",110,443,334
121,2002-07-01,HM-2002-USA-1031,CA,"Santa Rosa",1,443,443
122,2002-07-01,HM-2002-USA-1032,CA,"Santa Rosa",1,27,27
123,2002-08-31,HM-2002-USA-1101,CA,"Santa Rosa",42,152,111
124,2002-06-20,HM-2002-USA-1520,CA,"Santa Rosa",215,439,225
125,2002-06-20,HM-2002-USA-1521,CA,"Santa Rosa",2,279,278
126,2002-06-20,HM-2002-USA-1521,CA,"Santa Rosa",284,442,159
127,2002-06-20,HM-2002-USA-1522,CA,"Santa Rosa",1,260,260
128,2002-06-20,HM-2002-USA-4031,CA,"Santa Rosa",214,439,226
129,2002-06-20,HM-2002-USA-4032,CA,"Santa Rosa",1,362,362
130,2002-06-20,HM-2002-USA-4032,CA,"Santa Rosa",367,444,78
131,2002-06-25,HM-2002-USA-4038,CA,Stockton,26,255,230
132,2002-06-25,HM-2002-USA-4038,CA,Stockton,289,426,138
133,2002-06-26,HM-2002-USA-4039,CA,Stockton,50,141,92
134,2002-06-27,HM-2002-USA-4039,CA,Stockton,148,334,187
135,2002-06-23,HM-2002-USA-4035,CA,Visalia,361,435,75
136,2002-06-23,HM-2002-USA-4036,CA,Visalia,1,100,100
137,2002-06-23,HM-2002-USA-4036,CA,Visalia,105,129,25
138,2002-06-23,HM-2002-USA-4036,CA,Visalia,134,308,175
139,2002-06-23,HM-2002-USA-4036,CA,Visalia,315,375,61
140,2002-06-24,HM-2002-USA-4036,CA,"Yuba City",380,425,46
141,2002-06-24,HM-2002-USA-4037,CA,"Yuba City",1,253,253
142,2002-06-24,HM-2002-USA-4037,CA,"Yuba City",255,262,8
143,2002-08-25,HM-2002-USA-1092,CO,Denver,3,445,443
144,2002-08-25,HM-2002-USA-1093,CO,Denver,1,445,445
145,2002-08-25,HM-2002-USA-1094,CO,Denver,1,153,153
146,2002-08-26,HM-2002-USA-1094,CO,Denver,158,443,286
147,2002-08-26,HM-2002-USA-1095,CO,Denver,1,445,445
148,2002-08-26,HM-2002-USA-1096,CO,Denver,1,414,414
149,2002-08-26,HM-2002-USA-1097,CO,Denver,1,40,40
150,2002-09-02,HM-2002-USA-1101,CO,Denver,238,439,202
151,2002-09-02,HM-2002-USA-1102,CO,Denver,1,425,425
152,2002-09-02,HM-2002-USA-1104,CO,Denver,1,302,302
153,2002-10-11,HM-2002-USA-1114,CO,Denver,162,268,107
154,2002-10-11,HM-2002-USA-1114,CO,Denver,285,356,72
155,2002-11-12,HM-2002-USA-1123,CO,Denver,3,75,73
156,2002-08-11,HM-2002-USA-1534,CO,Denver,326,402,77
157,2002-08-11,HM-2002-USA-1535,CO,Denver,3,82,80
158,2002-09-14,HM-2002-USA-1553,CO,Denver,245,396,152
159,2002-09-14,HM-2002-USA-1553,CO,Denver,403,443,41
160,2002-09-14,HM-2002-USA-1554,CO,Denver,1,164,164
161,2002-08-11,HM-2002-USA-5019,CO,Denver,361,441,81
162,2002-08-13,HM-2002-USA-5020,CO,Denver,3,126,124
163,2002-08-13,HM-2002-USA-5021,CO,Denver,1,22,22
164,2002-08-14,HM-2002-USA-5021,CO,Denver,29,442,414
165,2002-08-14,HM-2002-USA-5022,CO,Denver,1,444,444
166,2002-08-14,HM-2002-USA-5023,CO,Denver,1,443,443
167,2002-08-14,HM-2002-USA-5024,CO,Denver,1,413,413
168,2002-08-17,HM-2002-USA-5024,CO,Denver,420,439,20
169,2002-08-17,HM-2002-USA-5025,CO,Denver,1,446,446
170,2002-08-17,HM-2002-USA-5026,CO,Denver,1,83,83
171,2002-06-16,HM-2002-USA-1023,FL,Jacksonville,229,373,145
172,2002-04-07,HM-2002-USA-5001,FL,Jacksonville,0307,0427,121
173,2002-04-07,HM-2002-USA-5002,FL,Jacksonville,0001,0036,36
174,2002-04-09,HM-2002-USA-5002,FL,Jacksonville,0402,0433,32
175,2002-03-14,HM-2002-USA-1007,FL,Miami,0147,0448,302
176,2002-03-14,HM-2002-USA-1008,FL,Miami,0001,0140,140
177,2002-11-07,HM-2002-USA-4060,FL,Miami,3,170,168
178,2002-11-07,HM-2002-USA-4060,FL,Miami,171,251,81
179,NULL,HM-2002-USA-1015,FL,Orlando,0003,0245,243
180,2002-03-15,HM-2002-USA-1008,FL,Tampa,0145,0324,180
181,2002-03-15,HM-2002-USA-1008,FL,Tampa,0329,0446,118
182,2002-02-16,HM-2002-USA-1009,FL,Tampa,0111,0440,330
183,2002-03-15,HM-2002-USA-1009,FL,Tampa,0001,0106,106
184,2002-03-16,HM-2002-USA-1010,FL,Tampa,0005,0348,344
185,2002-03-17,HM-2002-USA-1010,FL,Tampa,0353,0427,75
186,2002-03-17,HM-2002-USA-1011,FL,Tampa,0001,0450,450
187,2002-03-17,HM-2002-USA-1012,FL,Tampa,0001,0451,451
188,2002-03-17,HM-2002-USA-1013,FL,Tampa,0001,0172,172
189,2002-03-18,HM-2002-USA-1013,FL,Tampa,0177,0448,272
190,2002-03-18,HM-2002-USA-1014,FL,Tampa,0001,0447,447
191,2002-03-19,HM-2002-USA-1015,FL,Tampa,0250,0304,55
192,2002-11-08,HM-2002-USA-4060,FL,Tampa,258,421,164
193,2002-02-09,HM-2002-USA-1000,GA,Athens,0003,0401,399
194,2002-04-07,HM-2002-USA-5002,GA,Augusta,0039,0395,357
195,2002-02-21,HM-2002-USA-1000,GA,Macon,0406,0436,31
196,2002-02-21,HM-2002-USA-1001,GA,Macon,0001,0446,446
197,2002-02-21,HM-2002-USA-1002,GA,Macon,0001,0377,377
198,2002-06-01,HM-2002-USA-1022,IL,Chicago,215,442,228
199,2002-06-01,HM-2002-USA-1023,IL,Chicago,1,66,66
200,2002-06-01,HM-2002-USA-1023,IL,Chicago,79,199,121
201,2002-06-01,HM-2002-USA-1023,IL,Chicago,212,223,12
202,2002-07-31,HM-2002-USA-1075,IL,Chicago,91,306,216
203,2002-08-02,HM-2002-USA-1075,IL,Chicago,311,440,130
204,2002-08-02,HM-2002-USA-1076,IL,Chicago,1,440,440
205,2002-08-02,HM-2002-USA-1077,IL,Chicago,1,93,93
206,2002-06-16,HM-2002-USA-4029,IL,Chicago,3,204,202
207,2002-07-15,HM-2002-USA-4042,IL,Chicago,401,441,41
208,2002-07-23,HM-2002-USA-4043,IL,Chicago,3,449,447
209,2002-07-23,HM-2002-USA-4044-1,IL,Chicago,1,217,217
210,2002-09-04,HM-2002-USA-4049,IL,Chicago,3,43,41
211,2002-09-05,HM-2002-USA-1105,IL,Chicago,15,416,402
212,2002-09-05,HM-2002-USA-1106,IL,Chicago,1,411,411
213,2002-09-06,HM-2002-USA-1107,IL,Chicago,3,441,439
214,2002-09-06,HM-2002-USA-1108,IL,Chicago,1,294,294
215,2002-09-03,HM-2002-USA-4047,IL,Chicago,3,445,443
216,2002-09-03,HM-2002-USA-4048,IL,Chicago,1,445,445
217,2002-09-04,HM-2002-USA-4049,IL,Chicago,44,133,90
218,2002-09-04,HM-2002-USA-4049,IL,Chicago,138,445,308
219,2002-09-04,HM-2002-USA-4050,IL,Chicago,1,150,150
220,2002-09-04,HM-2002-USA-4050,IL,Chicago,152,445,294
221,2002-09-04,HM-2002-USA-4051,IL,Chicago,1,379,379
222,2002-09-05,HM-2002-USA-4051,IL,Chicago,384,445,62
223,2002-09-05,HM-2002-USA-4052,IL,Chicago,1,445,445
224,2002-09-05,HM-2002-USA-4053,IL,Chicago,1,440,440
225,2002-04-16,HM-2002-USA-5005,IL,Chicago,344,362,19
226,2002-04-16,HM-2002-USA-5005,IL,Chicago,388,448,61
227,2002-04-16,HM-2002-USA-5006,IL,Chicago,51,127,77
228,2002-08-06,HM-2002-USA-5014,IL,Chicago,9,96,88
229,2002-08-06,HM-2002-USA-5014,IL,Chicago,99,443,345
230,2002-08-07,HM-2002-USA-5015,IL,Chicago,1,444,444
231,2002-08-07,HM-2002-USA-5016,IL,Chicago,1,116,116
232,2002-08-08,HM-2002-USA-5016,IL,Chicago,121,443,323
233,2002-08-08,HM-2002-USA-5017,IL,Chicago,1,82,82
234,2002-08-08,HM-2002-USA-5017,IL,Chicago,96,121,26
235,2002-08-09,HM-2002-USA-5017,IL,Chicago,128,215,88
236,2002-08-09,HM-2002-USA-5017,IL,Chicago,220,440,221
237,2002-08-09,HM-2002-USA-5018,IL,Chicago,3,444,442
238,2002-08-09,HM-2002-USA-5019,IL,Chicago,1,359,359
239,2002-09-17,HM-2002-USA-1108,IN,"Fort Waine",300,443,144
240,2002-09-17,HM-2002-USA-1109,IN,"Fort Waine",1,48,48
241,2002-09-06,HM-2002-USA-4054,IN,"Fort Waine",3,448,446
242,2002-09-06,HM-2002-USA-4055,IN,"Fort Waine",1,448,448
243,2002-09-06,HM-2002-USA-4056,IN,"Fort Waine",1,291,291
244,2002-09-03,HM-2002-USA-5026,KS,Wichita,88,430,343
245,2002-09-03,HM-2002-USA-5027,KS,Wichita,3,149,147
246,2002-09-04,HM-2002-USA-5027,KS,Wichita,203,278,76
247,2002-09-04,HM-2002-USA-5027,KS,Wichita,283,436,154
248,2002-09-04,HM-2002-USA-5028,KS,Wichita,1,26,26
249,2002-09-05,HM-2002-USA-5028,KS,Wichita,31,443,413
250,2002-09-05,HM-2002-USA-5029,KS,Wichita,1,32,32
251,2002-05-04,HM-2002-USA-4006,MI,Détroit,0201,0435,235
252,2002-05-04,HM-2002-USA-4007,MI,Détroit,0001,0445,445
253,2002-05-04,HM-2002-USA-4008,MI,Détroit,0001,0434,434
254,2002-05-05,HM-2002-USA-4009,MI,Détroit,3,258,256
255,2002-05-03,HM-2002-USA-4002,MN,Minneapolis,0303,0418,116
256,2002-05-03,HM-2002-USA-4003,MN,Minneapolis,0001,0438,438
257,2002-05-03,HM-2002-USA-4004,MN,Minneapolis,0001,0436,436
258,2002-05-03,HM-2002-USA-4005,MN,Minneapolis,0003,0436,434
259,2002-05-03,HM-2002-USA-4006,MN,Minneapolis,0001,0196,196
260,2002-05-10,HM-2002-USA-4009,MN,Minneapolis,371,435,65
261,2002-05-10,HM-2002-USA-4010,MN,Minneapolis,1,124,124
262,2002-05-14,HM-2002-USA-4010,MN,Minneapolis,129,444,316
263,2002-05-14,HM-2002-USA-4011,MN,Minneapolis,1,447,447
264,2002-05-14,HM-2002-USA-4012,MN,Minneapolis,1,298,298
265,2002-05-14,HM-2002-USA-4012,MN,Minneapolis,304,446,143
266,2002-05-14,HM-2002-USA-4013,MN,Minneapolis,1,97,97
267,2002-05-16,HM-2002-USA-4013,MN,Minneapolis,102,446,345
268,2002-05-16,HM-2002-USA-4014,MN,Minneapolis,1,150,150
269,2002-05-17,HM-2002-USA-4014,MN,Minneapolis,155,225,71
270,2002-05-18,HM-2002-USA-4014,MN,Minneapolis,230,444,215
271,2002-05-18,HM-2002-USA-4015,MN,Minneapolis,1,407,407
272,2002-05-19,HM-2002-USA-4016,MN,Minneapolis,3,448,446
273,2002-05-19,HM-2002-USA-4017,MN,Minneapolis,1,114,114
274,2002-05-20,HM-2002-USA-4017,MN,Minneapolis,117,447,331
275,2002-05-20,HM-2002-USA-4018,MN,Minneapolis,1,453,453
276,2002-05-20,HM-2002-USA-4019,MN,Minneapolis,1,69,69
277,2002-05-21,HM-2002-USA-4019,MN,Minneapolis,76,444,369
278,2002-05-21,HM-2002-USA-4020,MN,Minneapolis,1,449,449
279,2002-05-21,HM-2002-USA-4021,MN,Minneapolis,152,274,123
280,2002-05-21,HM-2002-USA-4021,MN,Minneapolis,279,436,158
281,2002-04-14,HM-2002-USA-5003,MN,Minneapolis,0006,0234,229
282,2002-04-14,HM-2002-USA-5003,MN,Minneapolis,0243,0444,202
283,2002-04-15,HM-2002-USA-5004,MN,Minneapolis,0003,0368,366
284,2002-04-15,HM-2002-USA-5004,MN,Minneapolis,0370,0450,81
285,2002-04-16,HM-2002-USA-5005,MN,Minneapolis,1,339,339
286,2002-04-23,HM-2002-USA-5006,MN,Minneapolis,0132,0372,241
287,2002-04-25,HM-2002-USA-5006,MN,Minneapolis,0377,0446,70
288,2002-04-26,HM-2002-USA-5007,MN,Minneapolis,0389,0444,56
289,2002-04-26,HM-2002-USA-5008,MN,Minneapolis,0001,0450,450
290,2002-04-26,HM-2002-USA-5009,MN,Minneapolis,0001,0147,147
291,2002-04-26,HM-2002-USA-5009,MN,Minneapolis,0149,0334,186
292,2002-04-29,HM-2002-USA-5009,MN,Minneapolis,0339,0448,110
293,2002-04-29,HM-2002-USA-5010,MN,Minneapolis,0001,0365,365
294,2002-04-29,HM-2002-USA-5010,MN,Minneapolis,0382,0448,67
295,2002-05-29,HM-2002-USA-5011,MN,Minneapolis,1,41,41
296,2002-09-06,HM-2002-USA-5029,MO,Saint-Louis,38,432,395
297,2002-09-06,HM-2002-USA-5030,MO,Saint-Louis,1,446,446
298,2002-09-06,HM-2002-USA-5031,MO,Saint-Louis,1,290,290
299,2002-09-07,HM-2002-USA-5031,MO,Saint-Louis,295,444,150
300,2002-09-07,HM-2002-USA-5032,MO,Saint-Louis,1,96,96
301,2002-02-22,HM-2002-USA-1002,NC,Charlotte,0382,0448,67
302,2002-02-22,HM-2002-USA-1003,NC,Charlotte,0001,0450,450
303,2002-02-22,HM-2002-USA-1004,NC,Charlotte,0001,0236,236
304,2002-05-30,HM-2002-USA-1022,NE,Omaha-Lincoln,115,141,27
305,2002-05-30,HM-2002-USA-1022,NE,Omaha-Lincoln,143,152,10
306,2002-09-03,HM-2002-USA-1103,NE,Omaha-Lincoln,1,446,446
307,2002-09-03,HM-2002-USA-1104,NE,Omaha-Lincoln,307,443,137
308,2002-09-20,HM-2002-USA-1109,NE,Omaha-Lincoln,114,436,323
309,2002-09-20,HM-2002-USA-1110,NE,Omaha-Lincoln,1,211,211
310,2002-09-22,HM-2002-USA-1110,NE,Omaha-Lincoln,216,449,234
311,2002-09-22,HM-2002-USA-1111,NE,Omaha-Lincoln,1,451,451
312,2002-09-22,HM-2002-USA-1112,NE,Omaha-Lincoln,1,232,232
313,2002-09-23,HM-2002-USA-1112,NE,Omaha-Lincoln,238,449,212
314,2002-09-23,HM-2002-USA-1113,NE,Omaha-Lincoln,1,451,451
315,2002-09-23,HM-2002-USA-1114,NE,Omaha-Lincoln,1,68,68
316,2002-09-23,HM-2002-USA-1114,NE,Omaha-Lincoln,76,122,47
317,2002-10-05,HM-2002-USA-1114,NE,Omaha-Lincoln,127,157,31
318,2002-09-22,HM-2002-USA-1554,NE,Omaha-Lincoln,341,389,49
319,2002-09-22,HM-2002-USA-1555,NE,Omaha-Lincoln,1,446,446
320,NULL,HM-2002-USA-1556,NE,Omaha-Lincoln,1,227,227
321,2002-09-15,HM-2002-USA-5032,NE,Omaha-Lincoln,200,443,244
322,2002-09-15,HM-2002-USA-5033,NE,Omaha-Lincoln,1,446,446
323,2002-09-15,HM-2002-USA-5034,NE,Omaha-Lincoln,1,327,327
324,2002-10-19,HM-2002-USA-1117,NM,Albuquerque,1,227,227
325,2002-11-07,HM-2002-USA-1121,NM,Albuquerque,398,442,45
326,2002-11-07,HM-2002-USA-1122,NM,Albuquerque,1,60,60
327,2002-06-10,HM-2002-USA-1500,NM,Albuquerque,6,440,435
328,2002-06-10,HM-2002-USA-1501,NM,Albuquerque,1,447,447
329,2002-06-10,HM-2002-USA-1502,NM,Albuquerque,1,61,61
330,2002-04-18,HM-2002-USA-1021,NM,"Santa Fe",0099,0124,26
331,2002-04-18,HM-2002-USA-1021,NM,"Santa Fe",0151,368,218
332,2002-05-27,HM-2002-USA-1022,OH,Cleveland,3,110,108
333,2002-09-17,HM-2002-USA-1109,OH,Cleveland,53,109,57
334,2002-08-09,HM-2002-USA-1533,OH,Cleveland,3,245,243
335,2002-08-09,HM-2002-USA-1533,OH,Cleveland,250,434,185
336,2002-08-09,HM-2002-USA-1534,OH,Cleveland,1,321,321
337,2002-05-22,HM-2002-USA-4022,OH,Cleveland,3,448,446
338,2002-05-22,HM-2002-USA-4023,OH,Cleveland,1,445,445
339,2002-05-22,HM-2002-USA-4024,OH,Cleveland,1,434,434
340,2002-05-23,HM-2002-USA-4025,OH,Cleveland,3,443,441
341,2002-05-23,HM-2002-USA-4026,OH,Cleveland,1,448,448
342,2002-05-23,HM-2002-USA-4027,OH,Cleveland,1,439,439
343,2002-05-23,HM-2002-USA-4028,OH,Cleveland,3,327,325
344,2002-09-08,HM-2002-USA-4056,OH,Cleveland,298,311,14
345,2002-07-15,HM-2002-USA-1056,OR,Eugene,3,182,180
346,2002-07-15,HM-2002-USA-1056,OR,Eugene,187,348,162
347,2002-07-16,HM-2002-USA-1058,OR,Eugene,62,236,175
348,2002-07-09,HM-2002-USA-1041,OR,Portland,394,439,46
349,2002-07-09,HM-2002-USA-1042,OR,Portland,1,440,440
350,2002-07-09,HM-2002-USA-1043,OR,Portland,1,275,275
351,2002-07-09,HM-2002-USA-1043,OR,Portland,277,440,164
352,2002-07-09,HM-2002-USA-1044,OR,Portland,1,438,438
353,2002-07-10,HM-2002-USA-1045,OR,Portland,3,440,438
354,2002-07-10,HM-2002-USA-1046,OR,Portland,1,440,440
355,2002-07-10,HM-2002-USA-1047,OR,Portland,1,438,438
356,2002-07-10,HM-2002-USA-1048,OR,Portland,3,440,438
357,2002-07-10,HM-2002-USA-1049,OR,Portland,1,135,135
358,2002-07-11,HM-2002-USA-1049,OR,Portland,140,438,299
359,2002-07-11,HM-2002-USA-1050,OR,Portland,1,440,440
360,2002-07-11,HM-2002-USA-1051,OR,Portland,1,440,440
361,2002-07-11,HM-2002-USA-1052,OR,Portland,1,95,95
362,2002-07-12,HM-2002-USA-1052,OR,Portland,100,438,339
363,2002-07-12,HM-2002-USA-1053,OR,Portland,1,440,440
364,2002-07-12,HM-2002-USA-1054,OR,Portland,1,440,440
